_id,KODEA/CODIGO,UDALERRIA/MUNICIPIO,EKITALDIA /EJERCICIO,HILABETE/MES,DATUAK ERAUZI EGUNA/FECHA EXTRACCION,ARLO FUNTZIONALA/AREA FUNCIONAL,AZALERA (KM2)/EXTENSION (KM2),BIZTANLE ERROLDA/HABITANTES CENSO,JARD EKON  LURZORUA HL GUZTIRA (M2)/SUELO AE  TOTAL SUB(M2),JARD EKON  LURZORUA HL HUTSIK (M2)/SUELO AE  VACANTE SUB(M2),JARD EKON  LURZORUA  LU GUZTIRA (M2)/SUELO AE  TOTAL SUZ(M2),JARD EKON  LURZORUA LU HUTSIK (M2)/SUELO AE  VACANTE SUZ(M2),BIZIT LORZORUA HL GUZTIRA (M2)/SUELO RES  TOTAL SUB(M2),BIZIT LORZORUA HL HUTSIK (M2)/SUELO RES  VACANTE SUB(M2),BIZIT LORZORUA  LU GUZTIRA (M2)/SUELO RES  TOTAL SUZ(M2),BIZIT LORZORUA  LU HUTSIK (M2)/SUELO RES  VACANTE SUZ(M2),HL ETXE  LIBREA GUZTIRA/TOTAL VIV  SUB  LIBRE,HL ETXE  BOE GUZTIRA/TOTAL VIV  SUB  VPO,HL ETXE B BABES BATZ GUZTIRA/TOTAL VIV  SUB  OTRAS PROTEC,BURUTZEKO ETXE  HL/VIVIENDAS POR EJECUTAR SUB,LU ETXE LIBREA GUZTIRA/TOTAL VIV  SUZ  LIBRE,LU ETXE BOE GUZTIRA/TOTAL VIV  SUZ  VPO,LU ETXE  B BABES BATZ GUZTIRA/TOTAL VIV  SUZ  OTRAS PROTEC,BURUTZEKO ETXE LU/VIVIENDAS POR EJECUTAR SUZ,NG ETXE  GUZTIAK/TOTAL VIVIENDAS NR,BURUTZEKO ETXE  LN/VIVIENDAS POR EJECUTAR NR
5,=005,ARAKALDO,2019,8,2019-09-12 10:39:39,Llodio,3,125,"70786,600000000006","8746,3199999999997",0,0,"65005,169999999998","15086,98",0,0,50,0,0,23,0,0,0,0,0,0
6,=006,ARANTZAZU,2019,8,2019-09-12 10:39:39,Igorre,4,359,"3769,9200000000001",0,"269196,5","86851,080000000002","88869,110000000001","21423,259999999998",0,0,45,0,25,21,0,0,0,0,55,17
7,=007,MUNITIBAR-ARBATZEGI GERRIKAITZ,2019,8,2019-09-12 10:39:39,Gernika-Markina,24,438,0,0,0,0,"62822,120000000003",1528,26925,26925,62,20,0,6,29,0,0,29,57,27
8,=008,ARTZENTALES,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,37,753,0,0,0,0,"116116,64999999999","18452,130000000001","30077,220000000001","30077,220000000001",37,0,0,37,65,0,0,65,74,18
106,=909,NABARNIZ,2019,8,2019-09-12 10:39:39,Gernika-Markina,12,229,"4514,8199999999997",0,0,0,"43465,940000000002",17416,0,0,32,0,0,15,0,0,0,0,105,28
9,=009,ARRANKUDIAGA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,23,977,"138241,44",0,12010,12010,"364986,33999999997","99446,899999999994","21510,330000000002","21510,330000000002",192,0,19,203,15,0,0,15,41,12
10,=010,ARRIETA,2019,8,2019-09-12 10:39:39,Mungia,15,545,0,0,0,0,"46883,25","15287,76","37851,790000000001","37851,790000000001",18,0,0,16,73,0,22,95,67,9
11,=011,ARRIGORRIAGA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,16,12334,"465833,02000000002",20460,"231950,42999999999","158052,42999999999","473500,65000000002",12007,"188793,45000000001","76658,490000000005",708,143,0,158,452,295,0,233,64,10
12,=012,BAKIO,2019,8,2019-09-12 10:39:39,Mungia,16,2602,"34375,230000000003",0,26362,26362,"619836,53000000003","60694,279999999999","1148656,8999999999","1007570,8199999999",320,0,0,137,1248,104,60,1098,32,6
13,=013,BARAKALDO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,25,99526,"964662,19000000006","246550,23000000001","285287,35999999999","4691,9700000000003","2672659,4399999999","355506,25",312231,"115005,75",8876,1932,401,3701,522,564,0,291,0,0
14,=014,BARRIKA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,8,1530,"9552,7399999999998",0,67210,67210,"79997,310000000012",9617,"370501,52000000002","143594,28",60,0,0,30,211,0,0,92,51,2
15,=015,BASAURI,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,7,41987,"1564116,1000000001",2370,253997,0,"1146316,6099999999","179197,88","148038,62","92746,339999999997",1286,671,148,1321,387,277,48,277,86,12
16,=016,BERANGO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,9,6970,"206466,85999999999","210114,76999999999",84424,"71319,940000000002","866413,32000000007","245374,23000000001",288081,"207332,76999999999",492,370,258,1117,325,750,168,1102,0,0
17,=017,BERMEO,2019,8,2019-09-12 10:39:39,Gernika-Markina,34,16986,"193375,69","18435,43",0,0,"543580,77000000002","76861,729999999996",49133,49133,468,86,67,583,70,240,90,400,45,12
18,=018,BERRIATUA,2019,8,2019-09-12 10:39:39,Gernika-Markina,19,1258,"120893,92","77366,350000000006",53942,0,"49785,400000000001","3810,4400000000001","46988,279999999999","5229,8699999999999",71,0,0,19,117,0,0,16,24,7
19,=019,BERRIZ,2019,8,2019-09-12 10:39:39,Durango,30,4897,235081,27174,"163431,01000000001","86922,949999999997","185347,81","34174,050000000003","144394,60000000001","25453,580000000002",414,0,0,265,251,0,96,16,119,39
70,=070,AULESTI,2019,8,2019-09-12 10:39:39,Gernika-Markina,26,666,"10607,700000000001",568,0,0,"60069,550000000003","10047,34",0,0,90,0,0,90,0,0,0,0,89,19
20,=020,BILBAO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,41,350558,"704780,96999999997",193261,63100,63100,"11305746,970000001","1794826,72","884406,43000000005","381954,60999999999",14695,9555,1917,10693,251,1914,90,252,97,37
21,=021,BUSTURIA,2019,8,2019-09-12 10:39:39,Gernika-Markina,20,1745,"4582,5100000000002",0,0,0,"439925,58999999997","49332,050000000003","90896,830000000002","86960,940000000002",244,40,30,118,46,90,0,134,64,12
22,=022,KARRANTZA HARANA/VALLE DE CARRANZA,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,138,2801,"31532,150000000001","5898,5","44758,529999999999","23340,400000000001","159964,37","13228,01","236869,73000000001","145271,51000000001",124,0,0,52,362,0,0,235,1169,394
23,=023,ARTEA,2019,8,2019-09-12 10:39:39,Igorre,12,763,0,0,"269196,5","86851,080000000002","132688,94999999998","25389,939999999999","50951,730000000003","50453,040000000001",153,60,0,138,102,27,0,128,55,2
24,=024,ZEANURI,2019,8,2019-09-12 10:39:39,Igorre,67,1316,"23262,450000000001",19231,0,0,"145805,23000000001","41236,519999999997","14649,549999999999","11719,639999999999",116,0,32,74,25,0,0,20,350,138
25,=025,ZEBERIO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,48,1059,0,0,37955,37955,"79407,910000000003","9132,5900000000001","57872,150000000001","15228,780000000001",22,0,20,30,87,0,24,32,424,101
26,=026,DIMA,2019,8,2019-09-12 10:39:39,Igorre,62,1361,"77727,070000000007",0,"31443,5","31443,5","133609,28","13402,57","116477,61","107749,64999999999",71,0,0,71,160,0,30,163,238,72
27,=027,DURANGO,2019,8,2019-09-12 10:39:39,Durango,11,28893,"348584,42000000004",0,"466515,53999999998","466515,53999999998","1679343,9900000002","474824,77000000002","181902,45000000001","145763,34",2082,655,106,1981,315,307,13,398,0,0
28,=028,EA,2019,8,2019-09-12 10:39:39,Gernika-Markina,14,872,"9422,6000000000004","3076,5599999999999",9317,9317,"84053,630000000005","14437,870000000001",0,0,37,0,68,81,0,0,0,0,0,0
29,=029,ETXEBARRI,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,3,10284,"628595,93999999994",45675,0,0,"491129,09000000003","37471,790000000001","107651,66",0,1205,410,40,397,485,0,0,0,0,0
30,=030,ETXEBARRIA,2019,8,2019-09-12 10:39:39,Gernika-Markina,18,737,"228550,35999999999",0,0,0,"43376,93",0,"14897,370000000001","9201,3199999999997",0,0,0,0,68,0,0,42,0,0
31,=031,ELANTXOBE,2019,8,2019-09-12 10:39:39,Gernika-Markina,2,409,0,0,0,0,"32393,16",4109,0,0,68,0,0,68,0,0,0,0,0,0
32,=032,ELORRIO,2019,8,2019-09-12 10:39:39,Durango,37,7305,"419800,84999999998","63795,370000000003",71145,71145,"555792,77000000002","107020,33",61830,61830,119,0,37,94,0,0,0,0,152,27
33,=033,EREÃO,2019,8,2019-09-12 10:39:39,Gernika-Markina,11,271,0,0,0,0,"35267,440000000002","13510,200000000001",42900,42900,27,0,24,26,34,0,0,34,100,27
34,=034,ERMUA,2019,8,2019-09-12 10:39:39,Eibar,6,16262,"365180,54999999999","23895,470000000001",148750,148750,"474187,51999999996","45298,300000000003",30337,30337,376,128,124,605,38,82,30,150,0,0
35,=035,FRUIZ,2019,8,2019-09-12 10:39:39,Mungia,6,518,0,0,0,0,"61383,290000000001","11790,299999999999","38420,589999999997","2355,9299999999998",46,0,0,22,56,0,0,2,115,26
36,=036,GALDAKAO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,31,29078,"1715197,98","284907,21999999997","314404,23999999999","270512,71999999997","1584927,5","156246,67000000001","710713,05000000005","683161,40000000002",2942,601,0,720,1201,674,41,1740,161,28
37,=037,GALDAMES,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,44,851,"51616,779999999999",0,99900,99900,"150674,14000000001",22921,82868,82868,79,0,0,32,80,0,0,80,153,52
38,=038,GAMIZ-FIKA,2019,8,2019-09-12 10:39:39,Mungia,15,1346,"17330,84",0,0,0,"353031,20000000001","72264,820000000007",75091,75091,198,0,10,189,192,0,0,192,81,0
39,=039,GARAI,2019,8,2019-09-12 10:39:39,Durango,7,342,0,0,0,0,"27272,549999999999",0,99485,"44768,25",12,15,0,0,20,0,0,9,61,24
40,=040,GATIKA,2019,8,2019-09-12 10:39:39,Mungia,17,1623,"9076,8099999999995","11048,129999999999",75082,"10508,83","36075,75",12306,"38032,75",0,96,0,0,30,78,0,0,0,129,50
41,=041,GAUTEGIZ ARTEAGA,2019,8,2019-09-12 10:39:39,Gernika-Markina,14,905,0,0,0,0,"445282,46999999997",93891,0,0,124,22,63,124,0,0,0,0,35,12
42,=042,GORDEXOLA,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,41,1601,0,0,"72096,610000000001",0,"143962,39999999999","18672,669999999998","116887,89","29684,349999999999",107,15,0,69,230,8,0,57,227,85
43,=043,GORLIZ,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,10,5512,0,0,"33041,629999999997",0,"907493,08000000007","178622,19","463493,65000000002","255556,14000000001",763,0,0,241,811,42,72,543,0,0
44,=044,GETXO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,12,79815,"42942,199999999997","11039,040000000001",0,0,"4700750,3700000001","234204,64999999999",1567471,1567471,1673,779,263,1361,1568,605,0,2173,0,0
45,=045,GUEÃES,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,42,6431,"214561,70000000001",7532,422028,422028,"775258,69999999995","110459,22","166781,34","161846,75",667,45,122,438,369,0,128,480,0,0
46,=046,GERNIKA-LUMO,2019,8,2019-09-12 10:39:39,Gernika-Markina,9,16556,"523303,14000000001","108744,46000000001","44315,699999999997","28892,060000000001",742978,"74414,809999999998",198286,"72552,470000000001",770,42,0,222,318,646,0,209,0,0
47,=047,GIZABURUAGA,2019,8,2019-09-12 10:39:39,Gernika-Markina,6,205,"31365,91",0,"28747,040000000001",0,"17678,919999999998","7698,7700000000004",0,0,46,0,0,12,0,0,0,0,16,3
48,=048,IBARRANGELU,2019,8,2019-09-12 10:39:39,Gernika-Markina,15,637,0,0,0,0,"210071,14999999999",35524,0,0,158,0,0,71,0,0,0,0,123,35
49,=049,ISPASTER,2019,8,2019-09-12 10:39:39,Gernika-Markina,23,700,0,0,95651,"82020,789999999994","53348,720000000001","10841,030000000001","81726,759999999995","81726,759999999995",92,0,18,21,101,0,0,101,155,54
50,=050,IZURTZA,2019,8,2019-09-12 10:39:39,Durango,4,261,"95455,01999999999",0,90565,"80408,479999999996","43442,550000000003","10954,85",22205,22205,44,15,0,45,14,0,0,14,0,0
51,=051,LANESTOSA,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,1,273,0,0,0,0,"113898,31",31199,39000,39000,69,0,24,66,20,0,0,20,0,0
52,=052,LARRABETZU,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,22,1980,"30755,450000000001",0,145629,"40329,519999999997","139209,29999999999","7501,1300000000001","58367,029999999999",28018,309,18,0,76,49,0,0,19,112,37
53,=053,LAUKIZ,2019,8,2019-09-12 10:39:39,Mungia,8,1154,0,0,0,0,"495806,45000000001","33180,25","99813,619999999995","92015,679999999993",104,0,0,47,64,0,0,59,45,10
54,=054,LEIOA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,8,30447,"700839,19999999995","294426,21000000002","587974,90000000002","332532,90000000002","1565560,3100000001","136295,42000000001","618290,52000000002","264868,26000000001",1860,764,199,625,1864,1272,0,840,0,0
55,=055,LEMOA,2019,8,2019-09-12 10:39:39,Igorre,15,3468,"440377,40999999997","40888,07","139958,85000000001","139958,85000000001","362021,10000000003","131668,26000000001","112104,72","108262,48",739,0,0,464,414,68,0,462,138,50
56,=056,LEMOIZ,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,19,1081,"404902,82000000001",0,25216,25216,"383806,83000000002","119533,99000000001","157165,28","104276,31",215,0,54,147,216,0,72,190,0,0
57,=057,LEKEITIO,2019,8,2019-09-12 10:39:39,Gernika-Markina,2,7408,"5208,29","202,00999999999999",31537,31537,"496718,98000000004","75724,649999999994",90180,70500,738,261,16,528,142,128,0,142,0,0
58,=058,MALLABIA,2019,8,2019-09-12 10:39:39,Eibar,23,1186,"324190,48999999999",0,"195864,42000000001","61547,160000000003","42636,800000000003","6703,6899999999996",40000,"23636,360000000001",30,60,68,76,85,0,0,52,142,31
59,=059,MAÃARIA,2019,8,2019-09-12 10:39:39,Durango,18,514,"11319,92",0,"40725,349999999999","40725,349999999999","69043,039999999994",16891,"14448,52","14448,52",71,0,0,38,21,0,0,21,51,19
60,=060,MARKINA-XEMEIN,2019,8,2019-09-12 10:39:39,Gernika-Markina,45,4906,"108215,84","7576,3900000000003",96180,0,"273828,17999999999",21411,"141173,59","139375,45000000001",708,0,0,170,81,0,0,80,0,0
61,=061,MARURI-JATABE,2019,8,2019-09-12 10:39:39,Mungia,16,958,0,0,75082,"10508,83","153877,32000000001","16970,400000000001",163319,"123310,03999999999",58,0,0,24,224,0,0,112,38,9
63,=063,MENDEXA,2019,8,2019-09-12 10:39:39,Gernika-Markina,7,457,"771,69000000000005",0,0,0,"89606,970000000001","16289,719999999999","47612,25","47612,25",80,8,0,13,68,0,30,98,57,14
64,=064,MEÃAKA,2019,8,2019-09-12 10:39:39,Mungia,12,734,"3781,6999999999998","1828,47",0,0,"48910,600000000006","5941,6000000000004","20677,75","20677,75",17,0,0,15,54,0,15,69,70,15
65,=065,UGAO-MIRABALLES,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,5,4046,"172377,69",0,0,0,"165787,29000000001","20797,689999999999",63170,30070,414,11,38,250,70,60,54,70,15,2
66,=066,MORGA,2019,8,2019-09-12 10:39:39,Gernika-Markina,14,405,5594,"310,37",0,0,"91961,699999999997",29825,0,0,50,0,4,51,0,0,0,0,62,15
67,=067,MUXIKA,2019,8,2019-09-12 10:39:39,Gernika-Markina,50,1459,"72648,350000000006",0,"794914,77000000002","694230,78000000003","52413,300000000003",7700,"93618,479999999996","56992,949999999997",21,0,0,14,136,0,0,69,345,47
68,=068,MUNDAKA,2019,8,2019-09-12 10:39:39,Gernika-Markina,4,1924,"125048,55","738,88999999999999",0,0,"130545,31","19041,189999999999",0,0,160,0,68,165,0,0,0,0,0,0
69,=069,MUNGIA,2019,8,2019-09-12 10:39:39,Mungia,44,16774,"726272,42000000004","226871,84","756516,39000000001","515914,40000000002","3772150,3600000003","64875,940000000002","929217,05000000005","439510,33000000002",1184,142,0,532,913,1674,112,1761,673,143
71,=071,MUSKIZ,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,21,7449,"1668797,7",0,"144252,38","96404,369999999995","566028,55999999994","63453,400000000001","129054,28","20559,689999999999",555,835,0,283,108,0,0,16,40,10
72,=072,OTXANDIO,2019,8,2019-09-12 10:39:39,Ãlava Central,12,1298,"81888,5","39143,93","97453,449999999997","67883,990000000005","210788,30000000002","40577,580000000002","9864,5900000000001","9864,5900000000001",109,0,127,227,20,20,20,60,38,12
73,=073,ONDARROA,2019,8,2019-09-12 10:39:39,Gernika-Markina,4,8794,"135715,10999999999","76937,429999999993",0,0,"243859,34999999998","10259,969999999999",0,0,504,96,0,100,0,0,0,0,16,3
74,=074,URDUÃA/ORDUÃA,2019,8,2019-09-12 10:39:39,Llodio,33,4205,"195418,04000000001","55391,800000000003",287245,"272197,84000000003","785652,19000000006","239657,16","393869,45000000001","386439,71000000002",475,0,0,425,234,0,0,226,0,0
75,=075,OROZKO,2019,8,2019-09-12 10:39:39,Llodio,102,2552,"68626,979999999996",0,"110305,95","40704,489999999998","402651,59000000003","67976,800000000003",196144,"169453,28",229,0,0,97,382,110,0,369,344,112
77,=077,PLENTZIA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,6,4407,"504,80000000000001","912,5",0,0,"295107,66000000003","9773,5400000000009",771300,"37576,150000000001",397,38,98,119,390,0,0,19,0,0
78,=078,PORTUGALETE,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,3,47631,"111543,29000000001",0,147930,117164,"1028710,5600000001","93595,330000000002",108774,58863,598,290,122,839,233,549,99,495,0,0
79,=079,ERRIGOITI,2019,8,2019-09-12 10:39:39,Gernika-Markina,17,534,"1068,6400000000001",0,62336,62336,"108744,29999999999","39239,870000000003","27479,84","27479,84",35,0,0,25,46,0,0,46,49,7
80,=080,VALLE DE TRAPAGA-TRAPAGARAN,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,13,12126,"1314668,78","749555,73999999999","323654,23999999999","310853,23999999999","525480,02000000002","95038,5","110409,3","110409,3",878,268,123,843,0,430,138,568,0,0
81,=081,LEZAMA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,16,2446,"153161,47",0,0,0,"188797,69999999998",62374,35787,35787,301,30,28,357,136,70,0,206,39,11
82,=082,SANTURTZI,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,8,46948,"183897,92999999999","7318,7399999999998","68094,720000000001","68094,720000000001","1212523,8800000001","826656,76000000001","294187,96999999997","180888,25",4861,923,402,1583,526,1305,420,1503,0,0
263,=039,GARAI,2019,12,2020-01-30 08:00:02,Durango,7,342,0,0,0,0,"27272,549999999999",0,99485,39794,12,15,0,0,20,0,0,8,61,24
83,=083,ORTUELLA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,8,8417,"147454,60000000001","59413,720000000001","898757,35999999999","513666,57000000001","541780,47999999998","97730,809999999998","124905,96000000001","18971,470000000001",323,50,76,250,0,632,0,98,0,0
84,=084,SESTAO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,4,28548,"1422068,5700000001","797909,92000000004","62795,360000000001","62795,360000000001","790681,33000000007","93928,789999999994",0,0,686,693,578,1274,0,0,0,0,0,0
85,=085,SOPELA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,8,12191,"113650,27",24500,0,0,"963671,27000000002","61694,050000000003","1023702,9","667121,97999999998",1234,62,0,191,1901,1228,0,2297,0,0
86,=086,SOPUERTA,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,42,2575,"61794,589999999997","39459,269999999997",0,0,"401017,23999999999","60174,139999999999","297262,19","243828,32000000001",161,0,0,112,510,72,0,442,189,43
87,=087,TRUCIOS-TURTZIOZ,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,31,545,0,0,30079,"24065,869999999999","155847,64000000001","39897,519999999997",54878,28991,39,0,0,20,20,0,32,20,117,30
88,=088,UBIDE,2019,8,2019-09-12 10:39:39,Ãlava Central,3,187,0,0,0,0,"55524,130000000005",8663,0,0,20,24,0,14,0,0,0,0,8,4
89,=089,URDULIZ,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,8,3630,"225664,79000000001","33873,68",32498,"28370,93","357994,08000000002","78917,5","302005,40000000002","230482,51000000001",1027,0,48,572,1323,438,53,1378,0,0
90,=090,BALMASEDA,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,22,7672,"104147,09",18350,"217755,57999999999","193705,69","445518,12","119697,33","103204,87","103204,87",1315,248,0,978,200,389,40,629,32,13
91,=091,ATXONDO,2019,8,2019-09-12 10:39:39,Durango,23,1421,"217474,67999999999",47774,66706,"66004,75","119369,01000000001","39272,559999999998",0,0,203,0,0,126,0,0,0,0,89,16
92,=092,BEDIA,2019,8,2019-09-12 10:39:39,Igorre,16,976,"194493,85000000001",94225,0,0,"52919,669999999998","25239,330000000002",60520,23994,111,16,36,72,80,0,0,27,113,24
93,=093,AREATZA,2019,8,2019-09-12 10:39:39,Igorre,9,1218,0,0,72500,72500,"69557,070000000007","16190,139999999999","57902,629999999997","14826,82",177,0,0,133,58,45,0,18,12,5
94,=094,IGORRE,2019,8,2019-09-12 10:39:39,Igorre,17,4185,"326716,32999999996","112519,17","101635,42","42080,93","174555,72999999998","30386,349999999999","204812,45000000001","103697,00999999999",271,0,0,106,506,30,35,422,83,14
95,=095,ZALDIBAR,2019,8,2019-09-12 10:39:39,Durango,11,3041,"191412,01000000001","3271,1599999999999",39279,"15436,84","173429,39000000001","49169,669999999998","76592,190000000002","5537,1700000000001",478,60,35,248,132,19,80,31,33,15
96,=096,ZALLA,2019,8,2019-09-12 10:39:39,Balmaseda-Zalla,31,8379,"194124,89000000001","16786,669999999998","187247,70999999999","179442,89999999999","540620,05000000005","38342,059999999998","218805,14999999999","140699,78",564,116,0,163,232,214,0,246,180,23
97,=097,ZARATAMO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,10,1662,"274190,70000000001","66946,210000000006",14949,14949,"185893,86000000002","29215,5","68909,399999999994","67581,889999999999",103,0,0,100,77,25,68,167,20,0
98,=901,DERIO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,10,5934,"901148,56000000006","4109,4899999999998","349474,67999999999","234223,84","310421,28999999998",0,"1903992,95","1698950,8200000001",273,264,0,0,1156,545,503,1507,0,0
99,=902,ERANDIO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,19,24175,"1090722,6300000001","227058,17999999999","870165,01000000001","638323,29000000004","687021,19999999995","189247,67999999999","319710,92999999999","138098,70000000001",1947,290,410,1175,494,908,0,628,184,66
100,=903,LOIU,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,15,2424,383231,61403,390908,390908,"201199,30000000002",9371,"339183,20000000001","289543,60999999999",77,0,0,77,762,404,0,962,0,0
101,=904,SONDIKA,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,7,4494,"451541,41999999998",44868,131700,131700,"308404,40000000002","32866,169999999998","195649,79000000001","26747,57",345,0,0,219,373,101,0,62,110,18
102,=905,ZAMUDIO,2019,8,2019-09-12 10:39:39,Bilbao Metropolitano,18,3214,"2185797,23","175532,23000000001","815266,27000000002","685125,31000000006","185034,56","18166,939999999999","70159,729999999996","66618,009999999995",229,0,0,154,208,41,167,395,0,0
103,=906,FORUA,2019,8,2019-09-12 10:39:39,Gernika-Markina,8,972,"17965,959999999999",0,0,0,"121043,06999999999","6007,5",0,0,91,8,0,5,0,0,0,0,71,7
104,=907,KORTEZUBI,2019,8,2019-09-12 10:39:39,Gernika-Markina,12,424,0,0,0,0,"27946,939999999999","3460,25",0,0,39,0,0,6,0,0,0,0,77,20
105,=908,MURUETA,2019,8,2019-09-12 10:39:39,Gernika-Markina,5,287,"42966,110000000001",0,0,0,"129192,37000000001","9920,3999999999996","32150,220000000001","32150,220000000001",10,26,4,10,10,90,0,100,0,0
312,=088,UBIDE,2019,12,2020-01-30 08:00:02,Ãlava Central,3,187,0,0,0,0,"55524,130000000005",8663,0,0,20,24,0,14,0,0,0,0,8,4
